AT (C),BEN (ug/m3),BP (mBar),BP (mmHG),CH4 (ppm),CO (ppm),Date,Eth (ug/m3),H2S (ppb),NO (ppb),NO2 (ppb),NO2 (ppm),NOX (ppb),NOx (ppb),NRAD (w/m2),O3 (ppb),PM10 (ug/m3),PM2.5 (ug/m3),RAIN (m/s),RAIN (mm),RH (%),Rain (mm),SD (Degree),SD (w/m2),SO2 (ppb),SOLAR (w/m2),SRAD (w/m2),ST (ppb),TEMP (C),TEMP (Degree),THC (ppm),THCNM (ppm),TNMHC (ppm),TOL (ug/m3),Temp (C),WD (Degree),WD_S (Degree),WS (m/s),WS_S (m/s),mpXy (ug/m3),oXyl (ug/m3),station
,,,,,0.71,2019-01-12 03:00:00,,,1,39,,40,,,13,74,48,,0.00,98.87,,,,3,,,,24.97,,,,,,,317.64,,0.08,,,,05t
,,,,,0.77,2019-01-12 04:00:00,,,6,53,,59,,,4,77,47,,0.00,98.72,,,,4,,,,25.11,,,,,,,325.48,,0.07,,,,05t
,,,,,0.80,2019-01-12 05:00:00,,,16,58,,74,,,2,91,58,,0.00,99.13,,,,4,,,,24.76,,,,,,,294.08,,0.06,,,,05t
,,,,,0.86,2019-01-12 06:00:00,,,7,47,,54,,,2,87,56,,0.00,99.14,,,,3,,,,24.40,,,,,,,126.37,,0.06,,,,05t
,,,,,1.11,2019-01-12 07:00:00,,,16,45,,61,,,3,76,56,,0.00,99.14,,,,3,,,,25.05,,,,,,,86.64,,0.06,,,,05t
,,,,,0.84,2019-01-12 08:00:00,,,15,39,,55,,,11,92,69,,0.00,92.18,,,,3,,,,27.78,,,,,,,203.27,,0.17,,,,05t
,,,,,0.63,2019-01-12 09:00:00,,,1,25,,26,,,31,90,54,,0.00,74.74,,,,2,,,,29.94,,,,,,,124.78,,0.56,,,,05t
,,,,,0.63,2019-01-12 10:00:00,,,0,27,,27,,,45,91,51,,0.00,63.17,,,,4,,,,31.42,,,,,,,77.01,,1.23,,,,05t
,,,,,0.55,2019-01-12 11:00:00,,,0,18,,18,,,52,90,48,,0.00,52.09,,,,4,,,,32.69,,,,,,,66.37,,1.61,,,,05t
,,,,,0.48,2019-01-12 12:00:00,,,0,10,,10,,,71,79,43,,0.00,46.85,,,,3,,,,33.20,,,,,,,66.15,,2.20,,,,05t
,,,,,0.42,2019-01-12 13:00:00,,,0,6,,6,,,70,70,38,,0.00,43.64,,,,3,,,,33.73,,,,,,,85.81,,1.86,,,,05t
,,,,,0.46,2019-01-12 14:00:00,,,0,7,,7,,,72,61,32,,0.00,44.22,,,,3,,,,33.97,,,,,,,37.39,,1.94,,,,05t
,,,,,0.43,2019-01-12 15:00:00,,,0,7,,7,,,70,68,36,,0.00,42.78,,,,3,,,,33.82,,,,,,,91.21,,1.87,,,,05t
,,,,,0.44,2019-01-12 16:00:00,,,0,8,,8,,,64,64,39,,0.00,42.21,,,,2,,,,33.02,,,,,,,70.71,,1.53,,,,05t
,,,,,-,2019-01-12 17:00:00,,,-,-,,-,,,-,59,42,,0.00,46.56,,,,-,,,,32.15,,,,,,,57.51,,1.25,,,,05t
,,,,,0.64,2019-01-12 18:00:00,,,0,32,,32,,,42,70,43,,0.00,52.02,,,,3,,,,30.62,,,,,,,2.56,,0.47,,,,05t
,,,,,1.03,2019-01-12 19:00:00,,,4,62,,67,,,14,71,48,,0.00,57.60,,,,3,,,,29.18,,,,,,,334.08,,0.08,,,,05t
,,,,,1.25,2019-01-12 20:00:00,,,27,80,,107,,,4,84,55,,0.00,61.46,,,,4,,,,28.43,,,,,,,305.64,,0.32,,,,05t
,,,,,1.57,2019-01-12 21:00:00,,,33,87,,120,,,2,103,64,,0.00,73.32,,,,4,,,,27.83,,,,,,,294.42,,0.36,,,,05t
,,,,,1.56,2019-01-12 22:00:00,,,30,84,,113,,,2,126,75,,0.00,80.32,,,,4,,,,27.10,,,,,,,174.20,,0.14,,,,05t
,,,,,1.85,2019-01-12 23:00:00,,,40,80,,119,,,2,120,69,,0.00,82.20,,,,4,,,,26.85,,,,,,,109.11,,0.13,,,,05t
,,,,,1.60,2019-01-13 00:00:00,,,33,72,,105,,,2,124,77,,0.00,87.87,,,,4,,,,26.43,,,,,,,141.98,,0.09,,,,05t
,,,,,1.36,2019-01-13 01:00:00,,,9,67,,76,,,3,130,82,,0.00,95.81,,,,4,,,,25.99,,,,,,,71.40,,0.06,,,,05t
,,,,,1.32,2019-01-13 02:00:00,,,5,66,,70,,,3,133,87,,0.00,98.65,,,,4,,,,25.67,,,,,,,337.59,,0.06,,,,05t
,,,,,1.30,2019-01-13 03:00:00,,,12,57,,69,,,3,130,90,,0.00,99.09,,,,4,,,,25.94,,,,,,,282.76,,0.10,,,,05t
,,,,,1.34,2019-01-13 04:00:00,,,20,59,,79,,,3,140,100,,0.00,98.62,,,,4,,,,25.82,,,,,,,309.17,,0.27,,,,05t
,,,,,1.54,2019-01-13 05:00:00,,,24,58,,81,,,1,156,111,,0.00,99.01,,,,5,,,,25.24,,,,,,,103.74,,0.06,,,,05t
,,,,,1.63,2019-01-13 06:00:00,,,42,65,,106,,,2,144,110,,0.00,99.10,,,,5,,,,25.08,,,,,,,33.02,,0.07,,,,05t
,,,,,1.69,2019-01-13 07:00:00,,,72,64,,136,,,3,149,114,,0.00,93.01,,,,5,,,,26.33,,,,,,,113.40,,0.61,,,,05t
,,,,,1.36,2019-01-13 08:00:00,,,32,60,,92,,,6,144,101,,0.00,81.29,,,,4,,,,28.35,,,,,,,81.10,,1.25,,,,05t
,,,,,0.92,2019-01-13 09:00:00,,,6,42,,48,,,21,154,118,,0.00,72.16,,,,3,,,,30.16,,,,,,,78.31,,1.05,,,,05t
,,,,,0.64,2019-01-13 10:00:00,,,1,25,,26,,,31,121,86,,0.00,62.58,,,,3,,,,31.10,,,,,,,98.42,,1.78,,,,05t
,,,,,0.49,2019-01-13 11:00:00,,,0,11,,11,,,44,89,53,,0.00,50.39,,,,4,,,,32.15,,,,,,,127.06,,2.19,,,,05t
,,,,,0.45,2019-01-13 12:00:00,,,0,7,,7,,,55,75,42,,0.00,44.03,,,,3,,,,32.81,,,,,,,91.58,,2.12,,,,05t
,,,,,0.40,2019-01-13 13:00:00,,,0,4,,4,,,59,62,29,,0.00,41.15,,,,3,,,,33.26,,,,,,,73.60,,2.37,,,,05t
,,,,,0.39,2019-01-13 14:00:00,,,0,3,,3,,,61,53,23,,0.00,39.02,,,,3,,,,33.67,,,,,,,74.43,,2.15,,,,05t
,,,,,0.38,2019-01-13 15:00:00,,,0,4,,4,,,61,50,24,,0.00,37.54,,,,3,,,,33.90,,,,,,,90.67,,1.85,,,,05t
,,,,,-,2019-01-13 16:00:00,,,-,-,,-,,,-,50,23,,0.00,40.10,,,,-,,,,33.08,,,,,,,60.54,,1.40,,,,05t
,,,,,0.41,2019-01-13 17:00:00,,,0,12,,12,,,51,55,30,,0.00,40.10,,,,3,,,,32.10,,,,,,,43.29,,1.14,,,,05t
,,,,,0.51,2019-01-13 18:00:00,,,0,21,,21,,,40,49,27,,0.00,46.14,,,,2,,,,30.46,,,,,,,1.68,,0.43,,,,05t
,,,,,0.65,2019-01-13 19:00:00,,,0,38,,38,,,26,48,19,,0.00,48.93,,,,3,,,,29.87,,,,,,,337.57,,0.32,,,,05t
,,,,,0.90,2019-01-13 20:00:00,,,1,63,,65,,,6,55,31,,0.00,57.03,,,,2,,,,28.37,,,,,,,341.65,,0.08,,,,05t
,,,,,1.26,2019-01-13 21:00:00,,,40,77,,118,,,2,64,31,,0.00,60.35,,,,4,,,,28.14,,,,,,,285.20,,0.56,,,,05t
,,,,,1.37,2019-01-13 22:00:00,,,24,74,,98,,,2,92,45,,0.00,65.10,,,,4,,,,27.75,,,,,,,145.46,,0.43,,,,05t
,,,,,1.35,2019-01-13 23:00:00,,,27,70,,96,,,3,104,53,,0.00,72.72,,,,4,,,,26.78,,,,,,,148.02,,0.29,,,,05t
,,,,,0.74,2019-01-14 00:00:00,,,0,29,,29,,,31,97,56,,0.00,84.87,,,,3,,,,27.16,,,,,,,175.95,,0.71,,,,05t
,,,,,0.64,2019-01-14 01:00:00,,,0,9,,9,,,58,79,53,,0.00,90.55,,,,2,,,,27.07,,,,,,,188.70,,0.45,,,,05t
,,,,,0.65,2019-01-14 02:00:00,,,0,9,,9,,,53,104,71,,0.00,96.41,,,,2,,,,26.26,,,,,,,195.43,,0.37,,,,05t
,,,,,0.63,2019-01-14 03:00:00,,,0,5,,5,,,56,97,73,,0.00,97.81,,,,2,,,,26.26,,,,,,,196.21,,0.35,,,,05t
,,,,,0.72,2019-01-14 04:00:00,,,0,18,,18,,,35,98,73,,0.00,98.87,,,,2,,,,25.75,,,,,,,308.63,,0.18,,,,05t
,,,,,0.92,2019-01-14 05:00:00,,,0,41,,42,,,18,105,80,,0.00,99.11,,,,2,,,,25.61,,,,,,,314.47,,0.12,,,,05t
,,,,,-,2019-01-14 06:00:00,,,-,-,,-,,,-,123,86,,0.00,99.12,,,,-,,,,25.57,,,,,,,310.86,,0.07,,,,05t
,,,,,1.46,2019-01-14 07:00:00,,,35,55,,90,,,5,131,99,,0.00,98.66,,,,3,,,,26.05,,,,,,,120.41,,0.07,,,,05t
,,,,,0.89,2019-01-14 08:00:00,,,1,30,,30,,,31,126,87,,0.00,89.76,,,,1,,,,28.65,,,,,,,143.88,,0.68,,,,05t
,,,,,0.69,2019-01-14 09:00:00,,,0,19,,19,,,40,93,61,,0.00,77.05,,,,1,,,,29.94,,,,,,,124.73,,0.73,,,,05t
,,,,,0.62,2019-01-14 10:00:00,,,0,15,,15,,,51,93,54,,0.00,62.80,,,,2,,,,31.56,,,,,,,125.94,,0.93,,,,05t
,,,,,0.52,2019-01-14 11:00:00,,,0,19,,19,,,55,95,52,,0.00,50.82,,,,4,,,,32.42,,,,,,,124.77,,1.67,,,,05t
,,,,,0.43,2019-01-14 12:00:00,,,0,8,,8,,,59,70,40,,0.00,43.83,,,,4,,,,33.33,,,,,,,136.00,,2.15,,,,05t
,,,,,0.45,2019-01-14 13:00:00,,,0,5,,5,,,73,65,37,,0.00,45.68,,,,3,,,,33.49,,,,,,,105.07,,1.83,,,,05t
,,,,,0.49,2019-01-14 14:00:00,,,0,7,,7,,,76,68,37,,0.00,47.14,,,,3,,,,33.11,,,,,,,82.97,,1.67,,,,05t
,,,,,0.45,2019-01-14 15:00:00,,,0,7,,7,,,72,79,40,,0.00,43.77,,,,3,,,,33.40,,,,,,,94.89,,1.55,,,,05t
,,,,,0.41,2019-01-14 16:00:00,,,0,8,,8,,,64,69,36,,0.00,40.71,,,,2,,,,32.77,,,,,,,75.86,,1.20,,,,05t
,,,,,0.55,2019-01-14 17:00:00,,,0,19,,19,,,58,59,31,,0.00,53.45,,,,3,,,,31.30,,,,,,,333.48,,1.00,,,,05t
,,,,,0.85,2019-01-14 18:00:00,,,1,59,,60,,,31,75,42,,0.00,66.00,,,,3,,,,29.59,,,,,,,298.48,,0.73,,,,05t
,,,,,1.05,2019-01-14 19:00:00,,,3,72,,74,,,14,90,52,,0.00,68.28,,,,3,,,,28.95,,,,,,,298.79,,1.10,,,,05t
,,,,,1.22,2019-01-14 20:00:00,,,4,76,,80,,,9,103,58,,0.00,68.39,,,,4,,,,28.81,,,,,,,215.63,,0.78,,,,05t
,,,,,0.87,2019-01-14 21:00:00,,,0,34,,34,,,31,122,72,,0.00,79.48,,,,4,,,,28.29,,,,,,,176.45,,1.22,,,,05t
,,,,,0.61,2019-01-14 22:00:00,,,0,10,,10,,,46,102,66,,0.00,86.35,,,,3,,,,27.69,,,,,,,175.49,,1.06,,,,05t
,,,,,0.53,2019-01-14 23:00:00,,,0,8,,8,,,41,73,47,,0.00,86.54,,,,2,,,,27.43,,,,,,,178.14,,1.02,,,,05t
,,,,,0.50,2019-01-15 00:00:00,,,0,9,,9,,,32,67,40,,0.00,87.92,,,,2,,,,27.23,,,,,,,188.67,,0.59,,,,05t
,,,,,0.49,2019-01-15 01:00:00,,,0,6,,6,,,29,56,46,,0.00,92.85,,,,2,,,,26.50,,,,,,,169.71,,0.28,,,,05t
,,,,,0.55,2019-01-15 02:00:00,,,0,12,,12,,,23,59,40,,0.00,94.87,,,,2,,,,26.16,,,,,,,209.40,,0.08,,,,05t
,,,,,0.58,2019-01-15 03:00:00,,,0,17,,17,,,23,64,36,,0.00,95.29,,,,2,,,,26.08,,,,,,,189.89,,0.45,,,,05t
,,,,,0.55,2019-01-15 04:00:00,,,0,14,,14,,,27,68,43,,0.00,95.01,,,,2,,,,26.22,,,,,,,176.35,,0.41,,,,05t
,,,,,-,2019-01-15 05:00:00,,,-,-,,-,,,-,67,48,,0.00,96.25,,,,-,,,,26.21,,,,,,,149.59,,0.34,,,,05t
,,,,,0.63,2019-01-15 06:00:00,,,0,26,,26,,,15,68,44,,0.00,97.01,,,,3,,,,26.50,,,,,,,87.05,,0.31,,,,05t
,,,,,0.78,2019-01-15 07:00:00,,,3,33,,35,,,17,72,48,,0.00,89.72,,,,3,,,,26.20,,,,,,,269.60,,1.00,,,,05t
,,,,,0.88,2019-01-15 08:00:00,,,11,46,,57,,,10,61,43,,0.00,90.97,,,,3,,,,25.93,,,,,,,272.56,,1.23,,,,05t
,,,,,0.66,2019-01-15 09:00:00,,,5,44,,49,,,14,75,49,,0.00,90.85,,,,4,,,,25.29,,,,,,,235.75,,1.12,,,,05t
,,,,,0.72,2019-01-15 10:00:00,,,8,48,,56,,,12,69,42,,0.00,83.63,,,,4,,,,26.44,,,,,,,265.11,,0.54,,,,05t
,,,,,0.88,2019-01-15 11:00:00,,,24,57,,81,,,11,73,44,,0.20,79.17,,,,9,,,,28.18,,,,,,,286.83,,0.95,,,,05t
,,,,,0.64,2019-01-15 12:00:00,,,6,45,,50,,,28,102,63,,0.00,65.84,,,,8,,,,30.83,,,,,,,281.19,,1.00,,,,05t
,,,,,0.70,2019-01-15 13:00:00,,,2,48,,51,,,46,88,51,,0.00,61.91,,,,7,,,,31.27,,,,,,,271.85,,1.01,,,,05t
,,,,,0.64,2019-01-15 14:00:00,,,0,42,,43,,,54,104,59,,0.00,56.12,,,,8,,,,32.22,,,,,,,282.61,,1.40,,,,05t
,,,,,0.57,2019-01-15 15:00:00,,,0,25,,25,,,62,95,60,,0.00,56.84,,,,6,,,,31.26,,,,,,,198.39,,1.18,,,,05t
,,,,,0.57,2019-01-15 16:00:00,,,0,23,,23,,,68,81,46,,0.00,57.72,,,,5,,,,31.15,,,,,,,276.22,,0.50,,,,05t
,,,,,0.73,2019-01-15 17:00:00,,,1,33,,34,,,55,86,52,,0.00,63.95,,,,5,,,,29.95,,,,,,,150.17,,0.23,,,,05t
,,,,,1.18,2019-01-15 18:00:00,,,2,68,,70,,,23,93,61,,0.00,70.13,,,,5,,,,28.64,,,,,,,266.93,,0.32,,,,05t
,,,,,0.97,2019-01-15 19:00:00,,,3,54,,57,,,17,106,63,,0.00,76.75,,,,5,,,,28.31,,,,,,,229.39,,0.97,,,,05t
,,,,,0.80,2019-01-15 20:00:00,,,0,41,,41,,,14,92,50,,0.00,85.25,,,,4,,,,27.66,,,,,,,194.37,,0.74,,,,05t
,,,,,0.68,2019-01-15 21:00:00,,,0,29,,29,,,20,76,44,,0.00,87.82,,,,3,,,,27.48,,,,,,,208.75,,0.76,,,,05t
,,,,,0.64,2019-01-15 22:00:00,,,0,30,,30,,,20,70,42,,0.00,87.39,,,,3,,,,27.31,,,,,,,186.36,,0.66,,,,05t
,,,,,0.56,2019-01-15 23:00:00,,,0,18,,18,,,24,72,41,,0.00,91.29,,,,2,,,,26.81,,,,,,,168.98,,0.35,,,,05t
,,,,,0.66,2019-01-16 00:00:00,,,0,15,,15,,,19,60,37,,0.00,96.81,,,,2,,,,26.22,,,,,,,276.64,,0.07,,,,05t
,,,,,0.65,2019-01-16 01:00:00,,,0,30,,30,,,8,73,47,,0.00,97.54,,,,2,,,,26.24,,,,,,,303.00,,0.12,,,,05t
,,,,,0.56,2019-01-16 02:00:00,,,0,23,,23,,,14,76,43,,0.00,96.90,,,,2,,,,26.60,,,,,,,273.70,,0.18,,,,05t
,,,,,0.68,2019-01-16 03:00:00,,,3,33,,36,,,5,63,36,,0.00,98.48,,,,3,,,,26.24,,,,,,,324.16,,0.09,,,,05t
,,,,,-,2019-01-16 04:00:00,,,-,-,,-,,,-,75,47,,0.00,99.12,,,,-,,,,25.63,,,,,,,291.38,,0.06,,,,05t
,,,,,0.55,2019-01-16 05:00:00,,,0,25,,25,,,6,62,37,,0.00,99.14,,,,2,,,,25.47,,,,,,,114.34,,0.06,,,,05t
,,,,,0.80,2019-01-16 06:00:00,,,15,26,,41,,,4,53,36,,0.00,99.14,,,,2,,,,25.62,,,,,,,7.90,,0.09,,,,05t
,,,,,1.03,2019-01-16 07:00:00,,,30,35,,65,,,2,47,36,,0.00,98.78,,,,2,,,,26.44,,,,,,,89.34,,0.34,,,,05t
,,,,,0.93,2019-01-16 08:00:00,,,30,40,,70,,,5,75,45,,0.00,91.96,,,,2,,,,27.65,,,,,,,76.00,,0.93,,,,05t
,,,,,0.80,2019-01-16 09:00:00,,,10,39,,49,,,11,89,50,,0.00,82.19,,,,2,,,,28.61,,,,,,,67.42,,1.53,,,,05t
,,,,,0.61,2019-01-16 10:00:00,,,3,29,,32,,,24,88,47,,0.00,70.44,,,,3,,,,29.96,,,,,,,70.05,,1.80,,,,05t
,,,,,0.46,2019-01-16 11:00:00,,,0,30,,30,,,34,78,47,,0.00,57.85,,,,4,,,,30.89,,,,,,,82.76,,1.49,,,,05t
,,,,,0.41,2019-01-16 12:00:00,,,0,10,,10,,,50,64,36,,0.00,48.42,,,,3,,,,31.83,,,,,,,121.52,,1.86,,,,05t
,,,,,0.38,2019-01-16 13:00:00,,,0,7,,7,,,60,57,32,,0.00,44.82,,,,4,,,,32.05,,,,,,,76.96,,2.16,,,,05t
,,,,,0.38,2019-01-16 14:00:00,,,0,8,,8,,,62,63,33,,0.00,41.78,,,,4,,,,32.18,,,,,,,64.90,,2.00,,,,05t
,,,,,0.36,2019-01-16 15:00:00,,,0,9,,9,,,61,61,29,,0.00,40.87,,,,3,,,,32.21,,,,,,,74.57,,1.99,,,,05t
,,,,,0.39,2019-01-16 16:00:00,,,0,11,,11,,,63,62,26,,0.00,42.78,,,,3,,,,31.47,,,,,,,101.73,,1.48,,,,05t
,,,,,0.40,2019-01-16 17:00:00,,,0,15,,15,,,56,66,30,,0.00,44.27,,,,3,,,,30.76,,,,,,,74.42,,1.22,,,,05t
,,,,,0.53,2019-01-16 18:00:00,,,0,33,,33,,,37,59,25,,0.00,47.95,,,,4,,,,29.78,,,,,,,39.83,,0.93,,,,05t
,,,,,0.73,2019-01-16 19:00:00,,,1,55,,55,,,16,67,30,,0.00,50.44,,,,4,,,,29.27,,,,,,,346.41,,0.95,,,,05t
,,,,,0.84,2019-01-16 20:00:00,,,4,71,,75,,,4,74,36,,0.00,53.73,,,,3,,,,28.18,,,,,,,341.30,,0.33,,,,05t
,,,,,0.93,2019-01-16 21:00:00,,,7,69,,76,,,3,69,37,,0.00,55.12,,,,3,,,,28.04,,,,,,,16.56,,0.55,,,,05t
,,,,,1.36,2019-01-16 22:00:00,,,60,72,,133,,,2,80,39,,0.00,63.32,,,,4,,,,26.77,,,,,,,70.64,,0.17,,,,05t
,,,,,1.29,2019-01-16 23:00:00,,,53,71,,124,,,2,92,53,,0.00,65.04,,,,4,,,,26.49,,,,,,,54.63,,0.24,,,,05t
,,,,,1.00,2019-01-17 00:00:00,,,30,67,,97,,,2,89,47,,0.00,64.59,,,,4,,,,26.45,,,,,,,100.61,,0.41,,,,05t
,,,,,0.83,2019-01-17 01:00:00,,,9,59,,68,,,2,89,55,,0.00,69.58,,,,4,,,,25.75,,,,,,,81.39,,0.13,,,,05t
,,,,,0.84,2019-01-17 02:00:00,,,7,54,,61,,,2,88,52,,0.00,73.95,,,,4,,,,25.28,,,,,,,67.06,,0.26,,,,05t
,,,,,-,2019-01-17 03:00:00,,,-,-,,-,,,-,90,55,,0.00,68.79,,,,-,,,,25.86,,,,,,,83.31,,0.34,,,,05t
,,,,,0.72,2019-01-17 04:00:00,,,2,44,,46,,,3,84,52,,0.00,69.58,,,,3,,,,25.57,,,,,,,82.70,,0.39,,,,05t
,,,,,0.75,2019-01-17 05:00:00,,,18,43,,61,,,2,89,52,,0.00,73.84,,,,4,,,,25.11,,,,,,,55.55,,0.44,,,,05t
,,,,,1.26,2019-01-17 06:00:00,,,39,42,,81,,,2,92,56,,0.00,81.94,,,,4,,,,24.21,,,,,,,53.67,,0.11,,,,05t
,,,,,1.59,2019-01-17 07:00:00,,,42,42,,84,,,3,95,57,,0.00,78.03,,,,4,,,,25.41,,,,,,,62.69,,0.69,,,,05t
,,,,,0.99,2019-01-17 08:00:00,,,17,40,,57,,,8,108,67,,0.00,68.17,,,,4,,,,27.42,,,,,,,73.29,,1.58,,,,05t
,,,,,0.63,2019-01-17 09:00:00,,,0,23,,24,,,26,116,77,,0.00,58.47,,,,4,,,,28.76,,,,,,,91.85,,2.05,,,,05t
,,,,,0.48,2019-01-17 10:00:00,,,0,12,,12,,,37,104,65,,0.00,52.56,,,,3,,,,29.73,,,,,,,83.44,,2.44,,,,05t
,,,,,0.46,2019-01-17 11:00:00,,,0,9,,9,,,46,72,37,,0.00,49.17,,,,3,,,,30.61,,,,,,,68.26,,2.80,,,,05t
,,,,,0.40,2019-01-17 12:00:00,,,0,8,,8,,,50,63,28,,0.00,46.07,,,,4,,,,31.39,,,,,,,82.65,,2.69,,,,05t
,,,,,0.38,2019-01-17 13:00:00,,,0,6,,6,,,53,53,28,,0.00,44.88,,,,2,,,,31.82,,,,,,,75.01,,2.86,,,,05t
,,,,,0.39,2019-01-17 14:00:00,,,0,6,,6,,,57,50,22,,0.00,43.63,,,,3,,,,32.00,,,,,,,54.17,,2.92,,,,05t
,,,,,0.43,2019-01-17 15:00:00,,,0,8,,8,,,59,54,24,,0.00,42.96,,,,3,,,,32.32,,,,,,,44.75,,2.65,,,,05t
,,,,,0.49,2019-01-17 16:00:00,,,0,10,,10,,,55,61,29,,0.00,43.43,,,,3,,,,31.85,,,,,,,50.38,,2.34,,,,05t
,,,,,0.55,2019-01-17 17:00:00,,,0,20,,20,,,42,55,39,,0.00,42.44,,,,3,,,,31.49,,,,,,,37.63,,2.29,,,,05t
,,,,,0.60,2019-01-17 18:00:00,,,0,31,,31,,,29,66,35,,0.00,46.71,,,,3,,,,30.62,,,,,,,28.45,,1.55,,,,05t
,,,,,0.72,2019-01-17 19:00:00,,,0,41,,41,,,19,68,31,,0.00,50.46,,,,3,,,,29.89,,,,,,,28.93,,1.30,,,,05t
,,,,,0.79,2019-01-17 20:00:00,,,0,41,,41,,,14,69,33,,0.00,51.93,,,,2,,,,29.45,,,,,,,50.03,,1.30,,,,05t
,,,,,1.00,2019-01-17 21:00:00,,,2,64,,66,,,5,84,40,,0.00,59.71,,,,4,,,,28.18,,,,,,,48.12,,0.68,,,,05t
,,,,,0.89,2019-01-17 22:00:00,,,0,50,,50,,,14,100,54,,0.00,57.54,,,,3,,,,28.16,,,,,,,23.95,,1.22,,,,05t
,,,,,0.87,2019-01-17 23:00:00,,,0,43,,43,,,13,88,49,,0.00,57.07,,,,3,,,,27.70,,,,,,,55.60,,1.14,,,,05t
,,,,,0.77,2019-01-18 00:00:00,,,0,31,,31,,,16,85,51,,0.00,57.90,,,,3,,,,26.94,,,,,,,78.94,,0.75,,,,05t
,,,,,0.81,2019-01-18 01:00:00,,,0,32,,32,,,16,73,40,,0.00,59.46,,,,3,,,,26.39,,,,,,,70.67,,0.97,,,,05t
,,,,,-,2019-01-18 02:00:00,,,-,-,,-,,,-,81,46,,0.00,58.66,,,,-,,,,26.02,,,,,,,76.98,,0.76,,,,05t
,,,,,0.71,2019-01-18 03:00:00,,,0,19,,19,,,25,49,22,,0.00,59.08,,,,3,,,,25.97,,,,,,,59.07,,1.08,,,,05t
,,,,,0.69,2019-01-18 04:00:00,,,0,16,,16,,,25,46,16,,0.00,57.39,,,,2,,,,26.04,,,,,,,70.79,,1.11,,,,05t
,,,,,0.71,2019-01-18 05:00:00,,,0,18,,18,,,23,41,20,,0.00,57.29,,,,2,,,,25.89,,,,,,,74.28,,1.47,,,,05t
,,,,,0.76,2019-01-18 06:00:00,,,0,23,,23,,,20,40,15,,0.00,56.79,,,,3,,,,25.75,,,,,,,76.86,,1.82,,,,05t
,,,,,0.87,2019-01-18 07:00:00,,,0,30,,30,,,15,50,14,,0.00,58.42,,,,3,,,,25.66,,,,,,,68.63,,1.66,,,,05t
,,,,,0.87,2019-01-18 08:00:00,,,0,24,,24,,,22,52,20,,0.00,55.45,,,,3,,,,26.33,,,,,,,60.19,,2.48,,,,05t
,,,,,0.81,2019-01-18 09:00:00,,,0,21,,21,,,26,53,16,,0.00,54.13,,,,5,,,,26.62,,,,,,,52.48,,2.72,,,,05t
,,,,,0.86,2019-01-18 10:00:00,,,0,17,,17,,,32,50,20,,0.00,52.64,,,,3,,,,27.41,,,,,,,51.88,,2.86,,,,05t
,,,,,0.83,2019-01-18 11:00:00,,,0,17,,17,,,33,53,20,,0.00,53.84,,,,2,,,,27.21,,,,,,,46.72,,2.63,,,,05t
,,,,,0.80,2019-01-18 12:00:00,,,0,19,,19,,,40,52,11,,0.00,52.36,,,,2,,,,28.17,,,,,,,26.01,,2.04,,,,05t
,,,,,0.79,2019-01-18 13:00:00,,,0,13,,13,,,53,57,22,,0.00,49.59,,,,3,,,,29.18,,,,,,,26.36,,1.83,,,,05t
,,,,,0.74,2019-01-18 14:00:00,,,0,10,,10,,,58,51,22,,0.00,45.88,,,,3,,,,30.66,,,,,,,12.71,,2.17,,,,05t
,,,,,0.71,2019-01-18 15:00:00,,,0,9,,9,,,63,50,24,,0.00,45.41,,,,3,,,,30.58,,,,,,,43.35,,2.01,,,,05t
,,,,,0.75,2019-01-18 16:00:00,,,0,12,,12,,,57,51,23,,0.00,47.65,,,,2,,,,30.00,,,,,,,26.55,,1.78,,,,05t
,,,,,0.88,2019-01-18 17:00:00,,,0,29,,29,,,46,53,25,,0.00,51.69,,,,3,,,,29.06,,,,,,,333.26,,1.45,,,,05t
,,,,,1.10,2019-01-18 18:00:00,,,0,48,,48,,,32,67,30,,0.00,57.35,,,,3,,,,27.33,,,,,,,327.96,,1.76,,,,05t
,,,,,1.21,2019-01-18 19:00:00,,,5,62,,67,,,14,82,33,,0.00,60.23,,,,4,,,,26.47,,,,,,,312.36,,1.24,,,,05t
,,,,,1.19,2019-01-18 20:00:00,,,8,61,,69,,,10,89,38,,0.00,63.14,,,,5,,,,25.93,,,,,,,309.52,,0.97,,,,05t
,,,,,1.19,2019-01-18 21:00:00,,,12,61,,72,,,7,85,34,,0.00,63.22,,,,4,,,,25.76,,,,,,,299.20,,0.90,,,,05t
,,,,,1.26,2019-01-18 22:00:00,,,26,66,,91,,,2,79,33,,0.00,66.36,,,,6,,,,25.05,,,,,,,286.49,,0.65,,,,05t
,,,,,1.15,2019-01-18 23:00:00,,,9,58,,67,,,3,83,35,,0.00,61.72,,,,6,,,,25.33,,,,,,,332.47,,0.45,,,,05t
,,,,,1.14,2019-01-19 00:00:00,,,11,56,,68,,,2,78,37,,0.00,61.19,,,,7,,,,25.28,,,,,,,307.61,,0.46,,,,05t
,,,,,-,2019-01-19 01:00:00,,,-,-,,-,,,-,80,44,,0.00,65.38,,,,-,,,,24.58,,,,,,,311.86,,0.39,,,,05t
,,,,,1.12,2019-01-19 02:00:00,,,15,54,,69,,,2,84,44,,0.00,65.52,,,,7,,,,24.73,,,,,,,351.92,,0.21,,,,05t
