AT (C),BEN (ug/m3),BP (mBar),BP (mmHG),CH4 (ppm),CO (ppm),Date,Eth (ug/m3),H2S (ppb),NO (ppb),NO2 (ppb),NO2 (ppm),NOX (ppb),NOx (ppb),NRAD (w/m2),O3 (ppb),PM10 (ug/m3),PM2.5 (ug/m3),RAIN (m/s),RAIN (mm),RH (%),Rain (mm),SD (Degree),SD (w/m2),SO2 (ppb),SOLAR (w/m2),SRAD (w/m2),ST (ppb),TEMP (C),TEMP (Degree),THC (ppm),THCNM (ppm),TNMHC (ppm),TOL (ug/m3),Temp (C),WD (Degree),WD_S (Degree),WS (m/s),WS_S (m/s),mpXy (ug/m3),oXyl (ug/m3),station
,,,,,1.02,2019-01-26 08:00:00,,,4,27,,,30.13,,26,88,71,,0.00,49.52,,,,,,,,25.63,,,,,,,118.10,,0.52,,,,59t
,,,,,0.80,2019-01-26 09:00:00,,,3,19,,,22.55,,37,65,52,,0.00,41.57,,,,,,,,28.04,,,,,,,99.75,,0.51,,,,59t
,,,,,0.67,2019-01-26 10:00:00,,,2,14,,,16.55,,48,54,38,,0.00,36.15,,,,,,,,29.07,,,,,,,106.32,,0.45,,,,59t
,,,,,0.59,2019-01-26 11:00:00,,,2,12,,,13.81,,56,47,46,,0.00,32.40,,,,,,,,30.09,,,,,,,85.61,,0.74,,,,59t
,,,,,0.54,2019-01-26 12:00:00,,,1,10,,,11.43,,61,36,32,,0.00,28.99,,,,,,,,30.97,,,,,,,127.26,,0.65,,,,59t
,,,,,-,2019-01-26 13:00:00,,,-,-,,,-,,-,38,24,,0.00,29.40,,,,,,,,31.15,,,,,,,110.38,,0.50,,,,59t
,,,,,0.53,2019-01-26 14:00:00,,,2,9,,,10.56,,67,50,18,,0.00,28.33,,,,,,,,31.24,,,,,,,129.52,,0.83,,,,59t
,,,,,0.57,2019-01-26 15:00:00,,,1,9,,,10.39,,68,39,15,,0.00,28.63,,,,,,,,31.23,,,,,,,100.19,,0.63,,,,59t
,,,,,0.54,2019-01-26 16:00:00,,,0,10,,,10.35,,65,25,17,,0.00,25.56,,,,,,,,31.28,,,,,,,85.37,,0.49,,,,59t
,,,,,0.58,2019-01-26 17:00:00,,,0,13,,,13.49,,59,35,20,,0.00,26.23,,,,,,,,29.81,,,,,,,104.25,,0.45,,,,59t
,,,,,0.75,2019-01-26 18:00:00,,,0,19,,,19.19,,50,39,21,,0.00,33.60,,,,,,,,28.44,,,,,,,45.57,,0.39,,,,59t
,,,,,0.87,2019-01-26 19:00:00,,,0,31,,,31.29,,32,44,23,,0.00,37.29,,,,,,,,27.10,,,,,,,41.72,,0.43,,,,59t
,,,,,1.10,2019-01-26 20:00:00,,,7,62,,,68.80,,5,50,29,,0.00,39.82,,,,,,,,26.50,,,,,,,22.18,,0.44,,,,59t
,,,,,1.34,2019-01-26 21:00:00,,,37,68,,,105.65,,2,76,36,,0.00,39.38,,,,,,,,26.46,,,,,,,33.45,,0.47,,,,59t
,,,,,1.42,2019-01-26 22:00:00,,,35,66,,,100.26,,2,84,45,,0.00,40.38,,,,,,,,26.39,,,,,,,24.16,,0.60,,,,59t
,,,,,1.33,2019-01-26 23:00:00,,,43,67,,,110.09,,3,98,57,,0.00,38.63,,,,,,,,26.92,,,,,,,37.27,,0.84,,,,59t
,,,,,1.35,2019-01-27 00:00:00,,,38,64,,,101.82,,2,117,66,,0.00,45.00,,,,,,,,25.76,,,,,,,53.67,,0.34,,,,59t
,,,,,1.21,2019-01-27 01:00:00,,,20,53,,,72.46,,7,115,73,,0.00,47.70,,,,,,,,25.12,,,,,,,54.75,,0.28,,,,59t
,,,,,0.93,2019-01-27 02:00:00,,,1,36,,,37.49,,16,102,66,,0.00,49.97,,,,,,,,24.59,,,,,,,54.75,,0.46,,,,59t
,,,,,0.79,2019-01-27 03:00:00,,,1,25,,,25.75,,23,81,63,,0.00,47.79,,,,,,,,24.81,,,,,,,89.39,,0.34,,,,59t
,,,,,0.72,2019-01-27 04:00:00,,,1,20,,,21.12,,25,67,53,,0.00,49.75,,,,,,,,24.18,,,,,,,112.76,,0.38,,,,59t
,,,,,0.66,2019-01-27 05:00:00,,,1,16,,,17.42,,28,58,48,,0.00,50.54,,,,,,,,23.85,,,,,,,100.74,,0.41,,,,59t
,,,,,0.67,2019-01-27 06:00:00,,,1,17,,,18.51,,25,53,46,,0.00,53.43,,,,,,,,23.30,,,,,,,103.56,,0.45,,,,59t
,,,,,0.73,2019-01-27 07:00:00,,,1,19,,,19.78,,23,42,36,,0.00,55.15,,,,,,,,23.10,,,,,,,125.96,,0.56,,,,59t
,,,,,0.73,2019-01-27 08:00:00,,,1,16,,,17.58,,27,36,31,,0.00,50.62,,,,,,,,24.28,,,,,,,113.34,,0.68,,,,59t
,,,,,0.62,2019-01-27 09:00:00,,,0,13,,,13.11,,36,24,21,,0.00,42.19,,,,,,,,26.16,,,,,,,121.35,,0.73,,,,59t
,,,,,0.61,2019-01-27 10:00:00,,,0,11,,,11.36,,44,25,22,,0.00,39.82,,,,,,,,27.27,,,,,,,111.16,,0.60,,,,59t
,,,,,0.61,2019-01-27 11:00:00,,,0,9,,,9.27,,53,36,31,,0.00,39.03,,,,,,,,28.02,,,,,,,110.05,,0.71,,,,59t
,,,,,0.60,2019-01-27 12:00:00,,,0,8,,,7.96,,59,36,23,,0.00,36.09,,,,,,,,29.27,,,,,,,102.28,,0.74,,,,59t
,,,,,0.62,2019-01-27 13:00:00,,,0,8,,,7.62,,67,43,21,,0.00,34.24,,,,,,,,29.87,,,,,,,99.44,,0.77,,,,59t
,,,,,-,2019-01-27 14:00:00,,,-,-,,,-,,-,47,25,,0.00,32.51,,,,,,,,30.49,,,,,,,93.46,,0.70,,,,59t
,,,,,0.63,2019-01-27 15:00:00,,,0,10,,,10.00,,71,56,26,,0.00,31.81,,,,,,,,30.65,,,,,,,106.62,,0.57,,,,59t
,,,,,0.64,2019-01-27 16:00:00,,,1,10,,,10.93,,73,72,34,,0.00,31.28,,,,,,,,30.87,,,,,,,96.49,,0.55,,,,59t
,,,,,0.65,2019-01-27 17:00:00,,,1,14,,,14.62,,70,73,44,,0.00,33.95,,,,,,,,29.36,,,,,,,63.70,,0.41,,,,59t
,,,,,0.74,2019-01-27 18:00:00,,,1,21,,,22.29,,53,64,43,,0.00,37.68,,,,,,,,28.02,,,,,,,42.94,,0.39,,,,59t
,,,,,0.84,2019-01-27 19:00:00,,,1,32,,,32.87,,37,59,44,,0.00,42.65,,,,,,,,26.73,,,,,,,37.68,,0.46,,,,59t
,,,,,1.02,2019-01-27 20:00:00,,,2,46,,,47.70,,19,58,48,,0.00,47.15,,,,,,,,25.90,,,,,,,18.78,,0.46,,,,59t
,,,,,1.30,2019-01-27 21:00:00,,,17,66,,,82.99,,2,70,51,,0.00,50.22,,,,,,,,25.19,,,,,,,34.21,,0.43,,,,59t
,,,,,1.50,2019-01-27 22:00:00,,,42,67,,,108.91,,2,79,50,,0.00,53.98,,,,,,,,24.59,,,,,,,31.94,,0.45,,,,59t
,,,,,1.46,2019-01-27 23:00:00,,,32,66,,,97.65,,2,78,48,,0.00,52.62,,,,,,,,24.32,,,,,,,34.39,,0.40,,,,59t
,,,,,1.46,2019-01-28 00:00:00,,,32,65,,,96.41,,2,74,49,,0.00,54.15,,,,,,,,23.77,,,,,,,29.20,,0.41,,,,59t
,,,,,1.63,2019-01-28 01:00:00,,,64,67,,,131.22,,2,86,53,,0.00,56.81,,,,,,,,23.26,,,,,,,18.21,,0.35,,,,59t
,,,,,1.61,2019-01-28 02:00:00,,,65,67,,,131.75,,2,98,58,,0.00,56.24,,,,,,,,23.70,,,,,,,31.29,,0.50,,,,59t
,,,,,1.35,2019-01-28 03:00:00,,,31,60,,,90.79,,2,107,69,,0.00,57.43,,,,,,,,23.11,,,,,,,32.74,,0.44,,,,59t
,,,,,1.11,2019-01-28 04:00:00,,,6,55,,,60.73,,3,97,63,,0.00,58.05,,,,,,,,22.39,,,,,,,29.21,,0.45,,,,59t
,,,,,0.97,2019-01-28 05:00:00,,,9,43,,,51.99,,11,78,57,,0.00,54.58,,,,,,,,22.32,,,,,,,60.11,,0.41,,,,59t
,,,,,0.90,2019-01-28 06:00:00,,,0,35,,,34.79,,15,64,51,,0.00,53.08,,,,,,,,22.39,,,,,,,72.09,,0.34,,,,59t
,,,,,1.00,2019-01-28 07:00:00,,,4,43,,,46.77,,12,53,46,,0.00,50.81,,,,,,,,22.96,,,,,,,83.02,,0.40,,,,59t
,,,,,1.08,2019-01-28 08:00:00,,,9,42,,,50.68,,16,60,47,,0.00,44.84,,,,,,,,25.17,,,,,,,99.43,,0.53,,,,59t
,,,,,0.96,2019-01-28 09:00:00,,,8,34,,,41.40,,28,54,44,,0.00,41.63,,,,,,,,27.12,,,,,,,88.05,,0.49,,,,59t
